transaction_id,account_id,transaction_datetime,transaction_type,direction,channel,amount,counterparty_type,transfer_scope,counterparty_bank_id,transaction_branch_id,transaction_status,merchant_category,failure_reason
T0000000179,A0000324,2021-01-03 19:49:04,SERVICE_PAYMENT,DEBIT,WEB,4068.75,GOVERNMENT,,,,COMPLETED,,
T0000000180,A0011889,2021-01-03 20:15:13,TRANSFER_IN,CREDIT,MOBILE,21643.3,EMPLOYER,,,,COMPLETED,,
T0000000181,A0011808,2021-01-03 20:43:09,DEBIT_PURCHASE,DEBIT,POS,426.59,MERCHANT,,,,COMPLETED,TELECOMMUNICATIONS,
T0000000182,A0010381,2021-01-03 21:15:42,TRANSFER_IN,CREDIT,MOBILE,12944.39,EMPLOYER,,,,COMPLETED,,
T0000000183,A0008281,2021-01-03 22:51:31,CASH_WITHDRAWAL,DEBIT,ATM,5689.12,OTHER,,,,COMPLETED,,
T0000000184,A0009797,2021-01-03 23:36:38,SERVICE_PAYMENT,DEBIT,MOBILE,4854.96,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000185,A0005790,2021-01-03 23:46:00,DEBIT_PURCHASE,DEBIT,POS,1438.9,MERCHANT,,,,COMPLETED,GROCERIES,
T0000000186,A0009610,2021-01-03 23:47:35,TRANSFER_IN,CREDIT,MOBILE,6330.1,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000187,A0011561,2021-01-03 23:47:35,TRANSFER_OUT,DEBIT,MOBILE,6330.1,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000188,A0002629,2021-01-04 01:40:11,SERVICE_PAYMENT,DEBIT,AUTOMATIC,3014.92,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000189,A0002675,2021-01-04 03:13:38,SERVICE_PAYMENT,DEBIT,AUTOMATIC,143864.66,GOVERNMENT,,,,COMPLETED,,
T0000000190,A0002755,2021-01-04 06:22:39,TRANSFER_IN,CREDIT,MOBILE,57901.37,OTHER,,,,COMPLETED,,
T0000000191,A0002675,2021-01-04 06:28:35,SERVICE_PAYMENT,DEBIT,AUTOMATIC,62287.48,SUPPLIER,,,,COMPLETED,,
T0000000192,A0005367,2021-01-04 06:59:46,SERVICE_PAYMENT,DEBIT,AUTOMATIC,238.43,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000193,A0002072,2021-01-04 07:45:21,SERVICE_PAYMENT,DEBIT,AUTOMATIC,135798.4,SUPPLIER,,,,COMPLETED,,
T0000000194,A0008331,2021-01-04 08:05:13,TRANSFER_IN,CREDIT,MOBILE,9782.42,EMPLOYER,,,,COMPLETED,,
T0000000195,A0008325,2021-01-04 08:07:53,TRANSFER_IN,CREDIT,WEB,5102.7,EMPLOYER,,,,COMPLETED,,
T0000000196,A0007633,2021-01-04 08:42:06,DEBIT_PURCHASE,DEBIT,POS,2918.23,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000000197,A0002627,2021-01-04 08:44:17,CASH_WITHDRAWAL,DEBIT,ATM,1290.91,OTHER,,,,COMPLETED,,
T0000000198,A0006928,2021-01-04 08:49:55,TRANSFER_IN,CREDIT,MOBILE,543.59,EMPLOYER,,,,COMPLETED,,
T0000000199,A0003888,2021-01-04 08:56:34,DEBIT_PURCHASE,DEBIT,POS,182.53,MERCHANT,,,,COMPLETED,TRANSPORT,
T0000000200,A0002627,2021-01-04 09:10:23,TRANSFER_IN,CREDIT,BRANCH,1597.33,BTYT_CUSTOMER,INTERNAL,B000,033,COMPLETED,,
T0000000201,A0012172,2021-01-04 09:10:23,TRANSFER_OUT,DEBIT,BRANCH,1597.33,BTYT_CUSTOMER,INTERNAL,B000,033,COMPLETED,,
T0000000202,A0010381,2021-01-04 09:26:24,TRANSFER_IN,CREDIT,WEB,32279.7,EMPLOYER,,,,FAILED,,INVALID_DESTINATION
T0000000203,A0002481,2021-01-04 10:01:21,TRANSFER_OUT,DEBIT,MOBILE,24464.57,OTHER_BANK,INTERNATIONAL,B105,,COMPLETED,,
T0000000204,A0007190,2021-01-04 10:10:06,TRANSFER_IN,CREDIT,MOBILE,9761.25,OTHER_BANK,INTERNATIONAL,B105,,COMPLETED,,
T0000000205,A0002624,2021-01-04 10:11:11,CASH_WITHDRAWAL,DEBIT,BRANCH,1243.04,OTHER,,,037,COMPLETED,,
T0000000206,A0000896,2021-01-04 10:14:12,DEBIT_PURCHASE,DEBIT,POS,4592.0,MERCHANT,,,,COMPLETED,UTILITIES,
T0000000207,A0002676,2021-01-04 10:47:12,TRANSFER_OUT,DEBIT,WEB,10163.58,SUPPLIER,,,,COMPLETED,,
T0000000208,A0002481,2021-01-04 10:47:35,TRANSFER_IN,CREDIT,WEB,710.18,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000209,A0004186,2021-01-04 10:47:35,TRANSFER_OUT,DEBIT,WEB,710.18,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000210,A0008666,2021-01-04 10:54:13,TRANSFER_IN,CREDIT,MOBILE,15774.23,EMPLOYER,,,,COMPLETED,,
T0000000211,A0002676,2021-01-04 10:56:02,CASH_WITHDRAWAL,DEBIT,BRANCH,1684.16,OTHER,,,015,COMPLETED,,
T0000000212,A0003388,2021-01-04 11:04:22,TRANSFER_IN,CREDIT,BRANCH,68969.65,EMPLOYER,,,023,COMPLETED,,
T0000000213,A0006926,2021-01-04 11:24:50,TRANSFER_OUT,DEBIT,WEB,4987.83,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000214,A0007740,2021-01-04 11:24:50,TRANSFER_IN,CREDIT,WEB,4987.83,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000215,A0012172,2021-01-04 11:26:37,CASH_DEPOSIT,CREDIT,BRANCH,8838.41,OTHER,,,014,COMPLETED,,
T0000000216,A0008325,2021-01-04 11:29:19,CASH_WITHDRAWAL,DEBIT,BRANCH,4667.96,OTHER,,,020,COMPLETED,,
T0000000217,A0011890,2021-01-04 11:37:32,TRANSFER_IN,CREDIT,WEB,9319.39,GOVERNMENT,,,,COMPLETED,,
T0000000218,A0009797,2021-01-04 11:39:07,TRANSFER_IN,CREDIT,MOBILE,12769.01,EMPLOYER,,,,COMPLETED,,
T0000000219,A0002675,2021-01-04 12:06:08,TRANSFER_OUT,DEBIT,WEB,49688.75,SUPPLIER,,,,COMPLETED,,
T0000000220,A0000325,2021-01-04 12:44:36,TRANSFER_IN,CREDIT,BRANCH,55996.08,EMPLOYER,,,034,COMPLETED,,
T0000000221,A0002620,2021-01-04 12:48:34,DEBIT_PURCHASE,DEBIT,POS,2555.73,MERCHANT,,,,COMPLETED,TRAVEL,
T0000000222,A0002675,2021-01-04 12:50:08,TRANSFER_OUT,DEBIT,MOBILE,158093.23,GOVERNMENT,,,,COMPLETED,,
T0000000223,A0002481,2021-01-04 13:21:36,TRANSFER_OUT,DEBIT,MOBILE,8657.22,SUPPLIER,,,,COMPLETED,,
T0000000224,A0009795,2021-01-04 13:33:27,CASH_DEPOSIT,CREDIT,ATM,8099.92,OTHER,,,,COMPLETED,,
T0000000225,A0009797,2021-01-04 13:34:55,TRANSFER_IN,CREDIT,MOBILE,12802.45,EMPLOYER,,,,COMPLETED,,
T0000000226,A0009609,2021-01-04 13:36:32,DEBIT_PURCHASE,DEBIT,POS,1255.4,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000000227,A0000325,2021-01-04 14:06:20,TRANSFER_IN,CREDIT,MOBILE,23385.8,EMPLOYER,,,,COMPLETED,,
T0000000228,A0000819,2021-01-04 14:09:00,CASH_WITHDRAWAL,DEBIT,BRANCH,1364.58,OTHER,,,027,COMPLETED,,
T0000000229,A0009795,2021-01-04 14:16:24,TRANSFER_IN,CREDIT,WEB,6932.96,EMPLOYER,,,,COMPLETED,,
T0000000230,A0002675,2021-01-04 14:28:04,SERVICE_PAYMENT,DEBIT,WEB,36205.28,SUPPLIER,,,,COMPLETED,,
T0000000231,A0012107,2021-01-04 14:30:14,CASH_DEPOSIT,CREDIT,BRANCH,409547.09,OTHER,,,025,COMPLETED,,
T0000000232,A0005284,2021-01-04 14:31:38,DEBIT_PURCHASE,DEBIT,POS,417.42,MERCHANT,,,,COMPLETED,FUEL,
T0000000233,A0002481,2021-01-04 14:33:34,CASH_DEPOSIT,CREDIT,ATM,10510.14,OTHER,,,,COMPLETED,,
T0000000234,A0012520,2021-01-04 14:33:37,TRANSFER_IN,CREDIT,WEB,47500.26,EMPLOYER,,,,COMPLETED,,
T0000000235,A0012107,2021-01-04 14:45:25,TRANSFER_OUT,DEBIT,WEB,172949.77,GOVERNMENT,,,,COMPLETED,,
T0000000236,A0003010,2021-01-04 14:51:00,DEBIT_PURCHASE,DEBIT,POS,744.74,MERCHANT,,,,COMPLETED,PHARMACY,
T0000000237,A0002675,2021-01-04 14:55:00,TRANSFER_OUT,DEBIT,WEB,307831.59,OTHER_BANK,DOMESTIC_EXTERNAL,B007,,COMPLETED,,
T0000000238,A0002819,2021-01-04 14:56:23,SERVICE_PAYMENT,DEBIT,BRANCH,1115.33,GOVERNMENT,,,031,COMPLETED,,
T0000000239,A0005087,2021-01-04 14:58:58,TRANSFER_IN,CREDIT,MOBILE,79209.48,EMPLOYER,,,,COMPLETED,,
T0000000240,A0001487,2021-01-04 15:08:43,TRANSFER_IN,CREDIT,BRANCH,4209.48,BTYT_CUSTOMER,INTERNAL,B000,030,COMPLETED,,
T0000000241,A0005284,2021-01-04 15:08:43,TRANSFER_OUT,DEBIT,BRANCH,4209.48,BTYT_CUSTOMER,INTERNAL,B000,030,COMPLETED,,
T0000000242,A0011808,2021-01-04 15:09:43,TRANSFER_IN,CREDIT,BRANCH,54636.29,EMPLOYER,,,017,COMPLETED,,
T0000000243,A0010259,2021-01-04 15:46:26,TRANSFER_OUT,DEBIT,MOBILE,10514.69,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000244,A0011889,2021-01-04 15:46:26,TRANSFER_IN,CREDIT,MOBILE,10514.69,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000245,A0003713,2021-01-04 15:46:46,CASH_WITHDRAWAL,DEBIT,BRANCH,9212.31,OTHER,,,006,COMPLETED,,
T0000000246,A0005086,2021-01-04 15:51:27,TRANSFER_IN,CREDIT,BRANCH,201.69,GOVERNMENT,,,024,COMPLETED,,
T0000000247,A0000896,2021-01-04 15:59:49,SERVICE_PAYMENT,DEBIT,WEB,2027.02,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000248,A0009609,2021-01-04 16:06:09,TRANSFER_IN,CREDIT,WEB,34010.86,EMPLOYER,,,,COMPLETED,,
T0000000249,A0000819,2021-01-04 16:10:47,CASH_DEPOSIT,CREDIT,BRANCH,3747.2,OTHER,,,010,COMPLETED,,
T0000000250,A0007633,2021-01-04 16:12:14,CASH_WITHDRAWAL,DEBIT,BRANCH,3065.36,OTHER,,,017,COMPLETED,,
T0000000251,A0012107,2021-01-04 16:15:40,TRANSFER_IN,CREDIT,WEB,391978.09,OTHER_BANK,INTERNATIONAL,B105,,COMPLETED,,
T0000000252,A0005790,2021-01-04 16:21:32,CASH_DEPOSIT,CREDIT,BRANCH,1518.72,OTHER,,,018,COMPLETED,,
T0000000253,A0001337,2021-01-04 16:27:37,TRANSFER_IN,CREDIT,MOBILE,13237.85,OTHER,,,,COMPLETED,,
T0000000254,A0002675,2021-01-04 16:31:24,TRANSFER_IN,CREDIT,BRANCH,127373.39,BTYT_CUSTOMER,INTERNAL,B000,015,FAILED,,INSUFFICIENT_FUNDS
T0000000255,A0002629,2021-01-04 16:31:41,SERVICE_PAYMENT,DEBIT,MOBILE,5390.05,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000256,A0012173,2021-01-04 16:48:33,TRANSFER_IN,CREDIT,BRANCH,18277.9,EMPLOYER,,,014,COMPLETED,,
T0000000257,A0009797,2021-01-04 16:51:13,SERVICE_PAYMENT,DEBIT,MOBILE,4107.32,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000258,A0008249,2021-01-04 16:52:22,CASH_WITHDRAWAL,DEBIT,BRANCH,57.11,OTHER,,,023,COMPLETED,,
T0000000259,A0008281,2021-01-04 16:54:38,TRANSFER_OUT,DEBIT,BRANCH,22096.51,OTHER_BANK,DOMESTIC_EXTERNAL,B001,013,FAILED,,INSUFFICIENT_FUNDS
T0000000260,A0008554,2021-01-04 17:01:12,CASH_WITHDRAWAL,DEBIT,ATM,2908.96,OTHER,,,,COMPLETED,,
T0000000261,A0002675,2021-01-04 17:13:37,TRANSFER_IN,CREDIT,MOBILE,294873.26,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000000262,A0002055,2021-01-04 17:18:59,TRANSFER_IN,CREDIT,WEB,1927.36,EMPLOYER,,,,COMPLETED,,
T0000000263,A0001935,2021-01-04 17:24:53,TRANSFER_IN,CREDIT,WEB,29786.01,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000264,A0010259,2021-01-04 17:24:53,TRANSFER_OUT,DEBIT,WEB,29786.01,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000265,A0005790,2021-01-04 18:09:52,TRANSFER_IN,CREDIT,MOBILE,19119.65,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000266,A0009797,2021-01-04 18:09:52,TRANSFER_OUT,DEBIT,MOBILE,19119.65,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000267,A0003713,2021-01-04 18:12:54,TRANSFER_IN,CREDIT,MOBILE,126346.32,OTHER_BANK,DOMESTIC_EXTERNAL,B002,,COMPLETED,,
T0000000268,A0003347,2021-01-04 18:22:25,DEBIT_PURCHASE,DEBIT,POS,87.55,MERCHANT,,,,COMPLETED,TRANSPORT,
T0000000269,A0009795,2021-01-04 18:27:49,TRANSFER_IN,CREDIT,MOBILE,23621.75,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000270,A0010228,2021-01-04 18:27:49,TRANSFER_OUT,DEBIT,MOBILE,23621.75,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000271,A0002346,2021-01-04 18:44:58,TRANSFER_IN,CREDIT,MOBILE,362.6,OTHER_BANK,DOMESTIC_EXTERNAL,B009,,COMPLETED,,
T0000000272,A0008634,2021-01-04 18:51:47,SERVICE_PAYMENT,DEBIT,MOBILE,550.8,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000273,A0006611,2021-01-04 19:42:43,TRANSFER_IN,CREDIT,WEB,1467.33,GOVERNMENT,,,,COMPLETED,,
T0000000274,A0012171,2021-01-04 19:46:54,CASH_WITHDRAWAL,DEBIT,ATM,5739.14,OTHER,,,,COMPLETED,,
T0000000275,A0001887,2021-01-04 20:10:27,SERVICE_PAYMENT,DEBIT,MOBILE,75.39,GOVERNMENT,,,,COMPLETED,,
T0000000276,A0003713,2021-01-04 20:30:26,SERVICE_PAYMENT,DEBIT,MOBILE,30314.97,GOVERNMENT,,,,COMPLETED,,
T0000000277,A0001887,2021-01-04 20:37:03,TRANSFER_IN,CREDIT,MOBILE,2362.02,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000278,A0002481,2021-01-04 20:37:03,TRANSFER_OUT,DEBIT,MOBILE,2362.02,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000279,A0012520,2021-01-04 21:27:12,CASH_WITHDRAWAL,DEBIT,ATM,7607.03,OTHER,,,,COMPLETED,,
T0000000280,A0002072,2021-01-04 21:35:46,DEBIT_PURCHASE,DEBIT,POS,255625.05,MERCHANT,,,,COMPLETED,AUTOMOTIVE,
T0000000281,A0009609,2021-01-04 21:41:14,CASH_WITHDRAWAL,DEBIT,ATM,1205.86,OTHER,,,,COMPLETED,,
T0000000282,A0007763,2021-01-04 22:19:27,DEBIT_PURCHASE,DEBIT,POS,1150.13,MERCHANT,,,,COMPLETED,HEALTHCARE,
T0000000283,A0002675,2021-01-04 22:26:28,TRANSFER_OUT,DEBIT,MOBILE,32354.53,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000000284,A0009797,2021-01-04 23:31:27,DEBIT_PURCHASE,DEBIT,POS,246.11,MERCHANT,,,,COMPLETED,ENTERTAINMENT,
T0000000285,A0007885,2021-01-04 23:51:36,TRANSFER_OUT,DEBIT,WEB,30716.06,OTHER_BANK,DOMESTIC_EXTERNAL,B007,,COMPLETED,,
T0000000286,A0011888,2021-01-04 23:54:13,SERVICE_PAYMENT,DEBIT,MOBILE,1308.46,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000287,A0003010,2021-01-05 02:39:41,SERVICE_PAYMENT,DEBIT,AUTOMATIC,748.98,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000288,A0007745,2021-01-05 03:13:07,SERVICE_PAYMENT,DEBIT,AUTOMATIC,4921.52,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000289,A0000325,2021-01-05 03:14:22,SERVICE_PAYMENT,DEBIT,AUTOMATIC,3462.78,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000290,A0002675,2021-01-05 07:13:55,TRANSFER_OUT,DEBIT,MOBILE,153062.31,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000291,A0011464,2021-01-05 07:13:55,TRANSFER_IN,CREDIT,MOBILE,153062.31,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000292,A0002481,2021-01-05 07:19:07,TRANSFER_OUT,DEBIT,WEB,8137.01,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000293,A0002628,2021-01-05 07:19:07,TRANSFER_IN,CREDIT,WEB,8137.01,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000294,A0000995,2021-01-05 07:43:43,CASH_WITHDRAWAL,DEBIT,ATM,2876.49,OTHER,,,,COMPLETED,,
T0000000295,A0001337,2021-01-05 08:03:08,DEBIT_PURCHASE,DEBIT,POS,4289.12,MERCHANT,,,,COMPLETED,AUTOMOTIVE,
T0000000296,A0001885,2021-01-05 08:20:33,TRANSFER_IN,CREDIT,WEB,10738.4,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000297,A0007634,2021-01-05 08:20:33,TRANSFER_OUT,DEBIT,WEB,10738.4,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000298,A0002675,2021-01-05 08:21:04,TRANSFER_IN,CREDIT,WEB,84176.34,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000000299,A0001485,2021-01-05 08:53:17,SERVICE_PAYMENT,DEBIT,WEB,15760.88,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000300,A0012172,2021-01-05 09:00:12,TRANSFER_OUT,DEBIT,BRANCH,22282.32,OTHER_BANK,DOMESTIC_EXTERNAL,B001,017,COMPLETED,,
T0000000301,A0000807,2021-01-05 09:10:20,SERVICE_PAYMENT,DEBIT,BRANCH,985.94,SERVICE_PROVIDER,,,026,COMPLETED,,
T0000000302,A0002481,2021-01-05 09:21:56,TRANSFER_OUT,DEBIT,WEB,1201.34,OTHER_BANK,INTERNATIONAL,B106,,COMPLETED,,
T0000000303,A0002622,2021-01-05 09:34:05,TRANSFER_OUT,DEBIT,MOBILE,5905.58,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000304,A0008372,2021-01-05 09:34:05,TRANSFER_IN,CREDIT,MOBILE,5905.58,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000305,A0005087,2021-01-05 09:37:18,SERVICE_PAYMENT,DEBIT,AUTOMATIC,7317.51,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000306,A0002624,2021-01-05 09:41:42,TRANSFER_IN,CREDIT,MOBILE,7993.66,EMPLOYER,,,,COMPLETED,,
T0000000307,A0002675,2021-01-05 09:51:07,TRANSFER_IN,CREDIT,WEB,35523.37,OTHER_BANK,INTERNATIONAL,B106,,COMPLETED,,
T0000000308,A0001337,2021-01-05 10:01:18,DEBIT_PURCHASE,DEBIT,POS,838.4,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000000309,A0002627,2021-01-05 10:14:18,TRANSFER_IN,CREDIT,WEB,28685.02,EMPLOYER,,,,COMPLETED,,
T0000000310,A0002675,2021-01-05 10:14:55,SERVICE_PAYMENT,DEBIT,MOBILE,49887.19,GOVERNMENT,,,,COMPLETED,,
T0000000311,A0011807,2021-01-05 10:16:52,CASH_WITHDRAWAL,DEBIT,BRANCH,4111.22,OTHER,,,015,COMPLETED,,
T0000000312,A0005087,2021-01-05 10:32:19,TRANSFER_IN,CREDIT,BRANCH,57680.1,EMPLOYER,,,013,COMPLETED,,
T0000000313,A0002675,2021-01-05 10:41:44,TRANSFER_IN,CREDIT,MOBILE,237865.61,BTYT_CUSTOMER,INTERNAL,B000,,FAILED,,INSUFFICIENT_FUNDS
T0000000314,A0003713,2021-01-05 10:48:19,TRANSFER_OUT,DEBIT,BRANCH,175944.69,SUPPLIER,,,018,COMPLETED,,
T0000000315,A0002481,2021-01-05 11:03:37,TRANSFER_IN,CREDIT,BRANCH,14319.07,GOVERNMENT,,,027,COMPLETED,,
T0000000316,A0010792,2021-01-05 11:27:04,TRANSFER_IN,CREDIT,MOBILE,10082.56,EMPLOYER,,,,COMPLETED,,
T0000000317,A0009795,2021-01-05 11:31:41,TRANSFER_IN,CREDIT,MOBILE,41755.09,OTHER,,,,COMPLETED,,
T0000000318,A0002675,2021-01-05 12:06:21,TRANSFER_IN,CREDIT,BRANCH,202623.45,BTYT_CUSTOMER,INTERNAL,B000,015,FAILED,,INSUFFICIENT_FUNDS
T0000000319,A0000995,2021-01-05 12:11:07,DEBIT_PURCHASE,DEBIT,POS,4340.9,MERCHANT,,,,COMPLETED,HEALTHCARE,
T0000000320,A0002676,2021-01-05 12:13:06,TRANSFER_IN,CREDIT,BRANCH,3478.35,GOVERNMENT,,,030,COMPLETED,,
T0000000321,A0002675,2021-01-05 12:19:06,TRANSFER_IN,CREDIT,BRANCH,147441.42,GOVERNMENT,,,022,COMPLETED,,
T0000000322,A0002675,2021-01-05 12:30:08,SERVICE_PAYMENT,DEBIT,BRANCH,13218.7,SERVICE_PROVIDER,,,014,COMPLETED,,
T0000000323,A0008325,2021-01-05 12:30:32,DEBIT_PURCHASE,DEBIT,POS,2151.89,MERCHANT,,,,COMPLETED,FUEL,
T0000000324,A0005086,2021-01-05 12:43:13,LOAN_PAYMENT,DEBIT,MOBILE,726.07,LOAN_ACCOUNT,,,,COMPLETED,,
T0000000325,A0000995,2021-01-05 12:57:21,TRANSFER_IN,CREDIT,BRANCH,4171.88,EMPLOYER,,,010,COMPLETED,,
T0000000326,A0000807,2021-01-05 13:10:24,TRANSFER_IN,CREDIT,WEB,5484.85,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000327,A0002755,2021-01-05 13:10:24,TRANSFER_OUT,DEBIT,WEB,5484.85,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000328,A0002481,2021-01-05 13:19:39,DEBIT_PURCHASE,DEBIT,POS,1168.92,MERCHANT,,,,COMPLETED,PHARMACY,
T0000000329,A0012171,2021-01-05 13:26:48,DEBIT_PURCHASE,DEBIT,POS,2605.63,MERCHANT,,,,COMPLETED,RESTAURANTS,
T0000000330,A0002481,2021-01-05 13:27:44,TRANSFER_IN,CREDIT,MOBILE,3452.6,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000000331,A0002481,2021-01-05 13:29:48,TRANSFER_IN,CREDIT,WEB,44791.82,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000000332,A0003010,2021-01-05 13:33:16,TRANSFER_IN,CREDIT,BRANCH,17703.87,EMPLOYER,,,013,COMPLETED,,
T0000000333,A0007072,2021-01-05 13:35:07,DEBIT_PURCHASE,DEBIT,POS,1295.65,MERCHANT,,,,COMPLETED,GROCERIES,
T0000000334,A0007634,2021-01-05 13:41:32,CASH_WITHDRAWAL,DEBIT,BRANCH,6137.3,OTHER,,,017,COMPLETED,,
T0000000335,A0002481,2021-01-05 13:44:44,TRANSFER_OUT,DEBIT,MOBILE,33474.83,SUPPLIER,,,,COMPLETED,,
T0000000336,A0002675,2021-01-05 13:56:12,TRANSFER_IN,CREDIT,MOBILE,30719.6,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000337,A0007743,2021-01-05 13:56:12,TRANSFER_OUT,DEBIT,MOBILE,30719.6,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000338,A0006611,2021-01-05 14:22:11,TRANSFER_IN,CREDIT,MOBILE,15757.09,OTHER,,,,COMPLETED,,
T0000000339,A0002481,2021-01-05 14:31:51,TRANSFER_IN,CREDIT,WEB,2957.36,OTHER,,,,COMPLETED,,
T0000000340,A0001885,2021-01-05 14:37:37,SERVICE_PAYMENT,DEBIT,BRANCH,1242.05,SERVICE_PROVIDER,,,033,COMPLETED,,
T0000000341,A0005086,2021-01-05 15:46:01,TRANSFER_OUT,DEBIT,MOBILE,495.63,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000342,A0010279,2021-01-05 15:46:01,TRANSFER_IN,CREDIT,MOBILE,495.63,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000343,A0002675,2021-01-05 16:03:08,TRANSFER_IN,CREDIT,MOBILE,41623.99,OTHER,,,,COMPLETED,,
T0000000344,A0007205,2021-01-05 16:06:49,DEBIT_PURCHASE,DEBIT,POS,1874.42,MERCHANT,,,,COMPLETED,TELECOMMUNICATIONS,
T0000000345,A0002481,2021-01-05 16:18:56,TRANSFER_OUT,DEBIT,BRANCH,8972.51,SUPPLIER,,,015,COMPLETED,,
T0000000346,A0002481,2021-01-05 17:04:27,TRANSFER_OUT,DEBIT,MOBILE,18852.22,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000347,A0011466,2021-01-05 17:04:27,TRANSFER_IN,CREDIT,MOBILE,18852.22,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000348,A0002620,2021-01-05 17:18:37,DEBIT_PURCHASE,DEBIT,POS,1114.47,MERCHANT,,,,COMPLETED,HOME,
T0000000349,A0002620,2021-01-05 17:26:25,SERVICE_PAYMENT,DEBIT,MOBILE,3651.6,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000350,A0002481,2021-01-05 17:29:14,TRANSFER_IN,CREDIT,MOBILE,15679.59,SUPPLIER,,,,COMPLETED,,
T0000000351,A0002481,2021-01-05 17:38:35,TRANSFER_IN,CREDIT,MOBILE,20103.86,SUPPLIER,,,,COMPLETED,,
T0000000352,A0001485,2021-01-05 17:46:48,CASH_WITHDRAWAL,DEBIT,ATM,4044.92,OTHER,,,,COMPLETED,,
T0000000353,A0002755,2021-01-05 17:56:06,TRANSFER_OUT,DEBIT,MOBILE,34541.02,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000354,A0008634,2021-01-05 17:56:06,TRANSFER_IN,CREDIT,MOBILE,34541.02,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000000355,A0007744,2021-01-05 18:11:16,TRANSFER_IN,CREDIT,WEB,4293.98,BTYT_CUSTOMER,INTERNAL,B000,,FAILED,,TECHNICAL_ERROR
T0000000356,A0002675,2021-01-05 18:14:01,SERVICE_PAYMENT,DEBIT,MOBILE,30326.87,GOVERNMENT,,,,COMPLETED,,
T0000000357,A0000325,2021-01-05 18:39:43,TRANSFER_IN,CREDIT,MOBILE,6066.36,OTHER,,,,COMPLETED,,
